NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY,DATE,DESCRIPTION,COMBINED
libc-bin,2.24-11+deb9u4, ,deb,CVE-2019-6488,Negligible,2019-01-18T19:29:00.200,"'The string component in the GNU C Library (aka glibc or libc6) through 2.28, when running on the x32 architecture, incorrectly attempts to use a 64-bit register for size_t in assembly codes, which can lead to a segmentation fault or possibly unspecified other impact, as demonstrated by a crash in __memmove_avx_unaligned_erms in sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S during a memcpy.'",libc-bin2.24-11+deb9u4 debCVE-2019-6488Negligible
libc6,2.24-11+deb9u4, ,deb,CVE-2019-6488,Negligible,2019-01-18T19:29:00.200,"'The string component in the GNU C Library (aka glibc or libc6) through 2.28, when running on the x32 architecture, incorrectly attempts to use a 64-bit register for size_t in assembly codes, which can lead to a segmentation fault or possibly unspecified other impact, as demonstrated by a crash in __memmove_avx_unaligned_erms in sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S during a memcpy.'",libc62.24-11+deb9u4 debCVE-2019-6488Negligible
multiarch-support,2.24-11+deb9u4, ,deb,CVE-2019-6488,Negligible,2019-01-18T19:29:00.200,"'The string component in the GNU C Library (aka glibc or libc6) through 2.28, when running on the x32 architecture, incorrectly attempts to use a 64-bit register for size_t in assembly codes, which can lead to a segmentation fault or possibly unspecified other impact, as demonstrated by a crash in __memmove_avx_unaligned_erms in sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S during a memcpy.'",multiarch-support2.24-11+deb9u4 debCVE-2019-6488Negligible
libc-bin,2.24-11+deb9u4, ,deb,CVE-2015-8985,Negligible,2017-03-20T16:59:01.563,'The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.',libc-bin2.24-11+deb9u4 debCVE-2015-8985Negligible
libc6,2.24-11+deb9u4, ,deb,CVE-2015-8985,Negligible,2017-03-20T16:59:01.563,'The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.',libc62.24-11+deb9u4 debCVE-2015-8985Negligible
multiarch-support,2.24-11+deb9u4, ,deb,CVE-2015-8985,Negligible,2017-03-20T16:59:01.563,'The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.',multiarch-support2.24-11+deb9u4 debCVE-2015-8985Negligible
libncursesw5,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17595,Low,2019-10-14T21:15:11.427,'There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',libncursesw56.0+20161126-1+deb9u2(won't fix)debCVE-2019-17595Low
libtinfo5,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17595,Low,2019-10-14T21:15:11.427,'There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',libtinfo56.0+20161126-1+deb9u2(won't fix)debCVE-2019-17595Low
ncurses-base,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17595,Low,2019-10-14T21:15:11.427,'There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',ncurses-base6.0+20161126-1+deb9u2(won't fix)debCVE-2019-17595Low
ncurses-bin,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17595,Low,2019-10-14T21:15:11.427,'There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',ncurses-bin6.0+20161126-1+deb9u2(won't fix)debCVE-2019-17595Low
libncursesw5,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17594,Low,2019-10-14T21:15:11.347,'There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',libncursesw56.0+20161126-1+deb9u2(won't fix)debCVE-2019-17594Low
libtinfo5,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17594,Low,2019-10-14T21:15:11.347,'There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',libtinfo56.0+20161126-1+deb9u2(won't fix)debCVE-2019-17594Low
ncurses-base,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17594,Low,2019-10-14T21:15:11.347,'There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',ncurses-base6.0+20161126-1+deb9u2(won't fix)debCVE-2019-17594Low
ncurses-bin,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2019-17594,Low,2019-10-14T21:15:11.347,'There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.',ncurses-bin6.0+20161126-1+deb9u2(won't fix)debCVE-2019-17594Low
libncursesw5,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2018-19211,Low,2018-11-12T19:29:00.347,"'In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*\' in name or alias field"" detection.'",libncursesw56.0+20161126-1+deb9u2(won't fix)debCVE-2018-19211Low
libtinfo5,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2018-19211,Low,2018-11-12T19:29:00.347,"'In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*\' in name or alias field"" detection.'",libtinfo56.0+20161126-1+deb9u2(won't fix)debCVE-2018-19211Low
ncurses-base,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2018-19211,Low,2018-11-12T19:29:00.347,"'In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*\' in name or alias field"" detection.'",ncurses-base6.0+20161126-1+deb9u2(won't fix)debCVE-2018-19211Low
ncurses-bin,6.0+20161126-1+deb9u2,(won't fix),deb,CVE-2018-19211,Low,2018-11-12T19:29:00.347,"'In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*\' in name or alias field"" detection.'",ncurses-bin6.0+20161126-1+deb9u2(won't fix)debCVE-2018-19211Low
libncursesw5,6.0+20161126-1+deb9u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',libncursesw56.0+20161126-1+deb9u2 debCVE-2021-39537Negligible
libtinfo5,6.0+20161126-1+deb9u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',libtinfo56.0+20161126-1+deb9u2 debCVE-2021-39537Negligible
ncurses-base,6.0+20161126-1+deb9u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',ncurses-base6.0+20161126-1+deb9u2 debCVE-2021-39537Negligible
ncurses-bin,6.0+20161126-1+deb9u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',ncurses-bin6.0+20161126-1+deb9u2 debCVE-2021-39537Negligible
libncursesw6,6.1+20181013-2+deb10u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',libncursesw66.1+20181013-2+deb10u2 debCVE-2021-39537Negligible
libtinfo6,6.1+20181013-2+deb10u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',libtinfo66.1+20181013-2+deb10u2 debCVE-2021-39537Negligible
ncurses-base,6.1+20181013-2+deb10u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',ncurses-base6.1+20181013-2+deb10u2 debCVE-2021-39537Negligible
ncurses-bin,6.1+20181013-2+deb10u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',ncurses-bin6.1+20181013-2+deb10u2 debCVE-2021-39537Negligible
libncurses6,6.1+20181013-2+deb10u2, ,deb,CVE-2021-39537,Negligible,2021-09-20T16:15:12.477,'An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.',libncurses66.1+20181013-2+deb10u2 debCVE-2021-39537Negligible
libsystemd0,232-25+deb9u13,232-25+deb9u14,deb,CVE-2020-1712,High,2020-03-31T17:15:26.577,"'A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.'",libsystemd0232-25+deb9u13232-25+deb9u14debCVE-2020-1712High
libudev1,232-25+deb9u13,232-25+deb9u14,deb,CVE-2020-1712,High,2020-03-31T17:15:26.577,"'A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.'",libudev1232-25+deb9u13232-25+deb9u14debCVE-2020-1712High
libsystemd0,232-25+deb9u12,232-25+deb9u14,deb,CVE-2020-1712,High,2020-03-31T17:15:26.577,"'A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.'",libsystemd0232-25+deb9u12232-25+deb9u14debCVE-2020-1712High
libudev1,232-25+deb9u12,232-25+deb9u14,deb,CVE-2020-1712,High,2020-03-31T17:15:26.577,"'A heap use-after-free vulnerability was found in systemd before version v245-rc1, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages.'",libudev1232-25+deb9u12232-25+deb9u14debCVE-2020-1712High
libsystemd0,232-25+deb9u13,(won't fix),deb,CVE-2018-6954,Low,2018-02-13T20:29:00.547,"'systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.'",libsystemd0232-25+deb9u13(won't fix)debCVE-2018-6954Low
libudev1,232-25+deb9u13,(won't fix),deb,CVE-2018-6954,Low,2018-02-13T20:29:00.547,"'systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.'",libudev1232-25+deb9u13(won't fix)debCVE-2018-6954Low
libsystemd0,232-25+deb9u12,(won't fix),deb,CVE-2018-6954,Low,2018-02-13T20:29:00.547,"'systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.'",libsystemd0232-25+deb9u12(won't fix)debCVE-2018-6954Low
libudev1,232-25+deb9u12,(won't fix),deb,CVE-2018-6954,Low,2018-02-13T20:29:00.547,"'systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.'",libudev1232-25+deb9u12(won't fix)debCVE-2018-6954Low
libsystemd0,232-25+deb9u13,(won't fix),deb,CVE-2018-16888,Low,2019-01-14T22:29:00.233,"'It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.'",libsystemd0232-25+deb9u13(won't fix)debCVE-2018-16888Low
